MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
SSET|N|SUNSET FINANCIAL SERVICES, INC.|||N|Y|N|N
SSGC|O|Signature Securities|NEW YORK, NY|646-822-1451|N|Y|N|N
SSGI|M|Seton Securities Group, Inc.|NASDAQ TRADING|732-739-3800|N|N|N|N
SSGI|M|Seton Securities Group, Inc.|OTCBB AND PINKS|732-739-3800|N|N|N|N
SSGM|P|State Street Global Markets, Llc|||Y|Y|Y|N
SSIC|O|Scottrade, Inc.|AGENCY|314-543-6258|Y|Y|N|N
SSIC|O|Scottrade, Inc.|NASDAQ TRADING|888-735-1980|Y|Y|N|N
SSIN|P|SunTrust Investment Services, Inc.||404-724-3577|N|Y|N|N
SSLL|P|STATE STREET GLOBAL MARKETS, LLC|||Y|Y|Y|N
SSNG|N|SISUNG SECURITIES CORPORATION|NASDAQ TRADING|504-544-7700|N|Y|N|N
SSNI|N|SECURITIES SERVICE NETWORK, INC.|KNOXVILLE, TN|(615)690-5400|N|Y|N|N
SSNY|P|Samsung Securities (America), Inc.|||N|Y|N|N
SSPT|P|Spring Street Partners LP|||N|N|N|N
SSUS|N|SUSQUEHANNA SECURITIES|||Y|N|Y|N
STAD|N|Equitable Advisors, Inc.|||N|N|N|N
STAF|M|TD Professional Execution, Inc.|CHICAGO, IL|312-294-4484|N|N|N|N
STBD|P|Starboard Capital Markets, LLC|||N|N|N|N
STDB|M|State Discount Brokers, Inc.|||N|Y|N|N
STEP|P|FERRETTI GROUP, INC.|Trade Desk|212-509-0870|N|Y|N|N
STFC|P|Stuart Frankel & Co., Incorporated||212-943-8787|Y|Y|N|N
STFG|M|Stanford Group Company|TRADING DESK New York|212-372-6310|N|N|N|N
STFG|M|Stanford Group Company|Toll-Free|888-372-6359|N|N|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|BONDS|314-342-2107|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|BONDS|800-359-6889|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|ST.LOUIS, MO.|800-776-6821|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|DENVER, CO|888-407-4477|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|Baltimore|888-682-0300|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|New Jersey|973-549-4200|Y|Y|N|N
STFL|M|Stifel, Nicolaus & Company, Incorporated|Baltimore|410-246-2775|Y|Y|N|N
STGC|N|STERLING, GRACE MUNICIPAL SECURITIES CORPORATION|||N|Y|N|N
STGI|M|STG Secure Trading Group, Inc.|Main Number|561-988- 6320|N|N|N|N
STGI|M|STG Secure Trading Group, Inc.|Trading|561-314-8037|N|N|N|N
STGR|O|STG Secure Trading Group, Inc.|MIAMI, FL|561-988-6320|N|N|N|N
STGS|P|STONEGATE CAPITAL MARKETS, INC.|NASDAQ TRADING|214-871-8900|N|Y|N|N
STHA|P|StormHarbour Securities, LLC|||N|Y|N|N
STHR|P|STORMHARBOUR SECURITIES, LLC|||N|Y|N|N
STJT|P|JUST2TRADE, INC.|||Y|Y|N|N
STKP|P|STOCKPILE INVESTMENTS, INC.|||N|Y|N|N
STLZ|P|Bedrok Securities LLC|||N|Y|N|N
STNE|O|Stone Securities Corporation|TRADING|617-248-0353|N|N|N|N
STNH|P|Stonehaven, LLC|||N|Y|N|N
STNY|N|Standard New York Securities, Inc.|NEW YORK, NY|212-752-1726|N|Y|N|N
STNY|N|Standard New York Securities, Inc.||800-782-8723|N|Y|N|N
STOK|O|The Stock Market (O/E)|LOS ANGELES  CA|310-577-7460|N|N|N|N
STOS|P|Stockcross Financial Services, Inc.|||Y|Y|N|N
STOX|P|Stockcross Financial Services, Inc.|BOSTON  MA|617-367-5700|Y|Y|N|N
STOX|P|Stockcross Financial Services, Inc.|BOSTON, MA|617-367-6397|Y|Y|N|N
STRD|P|Schonfeld Securities, LLC|||N|N|N|N
STRL|P|STERLING SOFTWARE SERVICES, INC.|||N|Y|N|N
STRM|P|LiquidNet, Inc.|||Y|Y|N|N
STRS|P|Strategas Research Partners, LLC|||N|Y|N|N
STSE|P|SOUTHERN TRUST SECURITIES, INC.|||N|Y|N|N
STSI|M|Spencer Trask Ventures, Inc.|NASDAQ TRADING|212-418-8577|N|Y|N|N
STSI|M|Spencer Trask Ventures, Inc.|ALTERNATE PHONE|1-800-622-7078|N|Y|N|N
STSS|P|WHOTRADES, INC.|WASHINGTON, DC|202-466-6890|Y|Y|N|N
STTT|P|STATETRUST INVESTMENTS INC.|||N|Y|N|N
STUR|P|Sturdivant & Co. Inc|||N|Y|N|N
STVT|N|STANDARD INVESTMENT CHARTERED INCORPORATED|CHINO HILLS, CA|909-590-2199|N|Y|N|N
STXG|M|Stockcross Financial Services, Inc.|Jersey City, NJ  OTC/BB/Pinks Equities|800-993-2009|Y|Y|N|N
STXG|M|Stockcross Financial Services, Inc.|Jersey City, NJ Preferred/Convertible|800-993-2055|Y|Y|N|N
STXG|M|Stockcross Financial Services, Inc.|Jersey City, NJ Bank Stocks/Inactive Sec|800-993-2075|Y|Y|N|N
STXG|M|Stockcross Financial Services, Inc.|Jersey City, NJ Distressed/Bankruptcy|800-993-2083|Y|Y|N|N
STYO|P|Stone & Youngberg LLC|NASDAQ/OTCBB|415.445.2617|N|N|N|N
STYO|P|Stone & Youngberg LLC|NASDAQ/OTCBB Backup|415.445.2638|N|N|N|N
STYO|P|Stone & Youngberg LLC|Corporate Bonds|415.445.2300|N|N|N|N
STYO|P|Stone & Youngberg LLC|Preferred|212-497-7134|N|N|N|N
STYO|P|Stone & Youngberg LLC|San Francisco Office|415-445-2300|N|N|N|N
SUBR|P|Sunrise Brokers LLC|||N|Y|N|N
SUFI|M|Susquehanna Financial Group, LLP||800-825-9550|Y|Y|Y|N
SUFI|M|Susquehanna Financial Group, LLP|NASDAQ Trading|610-617-2999|Y|Y|Y|N
SUFI|M|Susquehanna Financial Group, LLP|CONVERTIBLES DESK|610-617-2802|Y|Y|Y|N
SUFI|M|Susquehanna Financial Group, LLP|OTCBB|888-840-0036|Y|Y|Y|N
SUMC|M|Landmark Investment Group, Inc|||N|N|N|N
SUMI|P|SMBC NIKKO SECURITIES AMERICA, INC.|||N|Y|N|N
SUMM|P|Custom Equity Research, Inc.|||N|Y|N|N
SUMS|P|Summit Securities Group LLC|||N|N|N|N
SUMT|N|SUMMIT BROKERAGE SERVICES, INC.|||N|Y|N|N
SUMX|P|SUMO CAPITAL, LLC|||Y|N|N|N
SUNB|P|FIS BROKERAGE & SECURITIES SERVICES LLC|TRADING DESK|630-482-5105|Y|Y|Y|Y
SUND|P|Sound Securities, LLC|TRADING|516-393-2690|N|N|N|N
SUNF|P|SUN TRADING, LLC|||Y|N|Y|N
SUNI|P|SUN TRADING, LLC|||Y|N|Y|N
SUNS|P|UMB DISTRIBUTION SERVICES, LLC|||N|Y|N|N
SUNT|P|Sun Trading, LLC|||Y|N|Y|N
SUNX|P|ABN Amro Clearing LLC|||Y|Y|Y|Y
SUPR|M|Nasdaq System Symbol/SUPR/800084||N/A|N|N|N|N
SUPS|O|Supertrade Securities, Inc.|||N|N|N|N
SUSQ|M|Susquehanna Capital Group|BALA CYNWYD, PA|800-825-9550|Y|Y|Y|Y
SUSQ|M|Susquehanna Capital Group|NASDAQ TRADING|800-825-9550|Y|Y|Y|Y
SUSQ|M|Susquehanna Capital Group|CONVERTIBLES DESK|800-825-9550|Y|Y|Y|Y
SUSQ|M|Susquehanna Capital Group|OTCBB|888-840-0036|Y|Y|Y|Y
SUTR|N|Sutro & Co. Incorporated|||N|N|N|N
SUTT|N|SUTTER SECURITIES INCORPORATED|||N|Y|N|N
SVBS|O|SVB Securities, A Non-Bank Affiliate of Silicon Valley Bank|SANTA CLARA, CA|408-654-7755|N|Y|N|N
SVPB|P|SECUREVEST FINANCIAL GROUP|||N|Y|N|N
SWCO|N|Schroder & Co. Inc.|||N|N|N|N
SWEN|M|Sweney Cartwright & Company|COLUMBUS OH|800-334-7481|Y|Y|N|N
SWEN|M|Sweney Cartwright & Company|TROUBLE LINE|614-205-6356|Y|Y|N|N
SWFS|P|SWEDBANK FIRST SECURITIES, LLC|Main Line|212-906-0800|N|Y|N|N
SWIM|P|TD Ameritrade, Inc.|||N|Y|N|N
SWIS|N|Swiss American Securities Inc.|NEW YORK, N.Y.|212-612-8705|N|N|N|N
SWRB|P|Swiss American Securities Inc.|||N|N|N|N
SWST|P|Hilltop Securities Inc.|DALLAS, TX|800-527-7655|Y|Y|N|N
SWST|P|Hilltop Securities Inc.|AGCY DESK|214-859-1080|Y|Y|N|N
SWST|P|Hilltop Securities Inc.|LISTED TRADING|214-859-1080|Y|Y|N|N
SWSW|N|S.W. Bach & Company|||N|N|N|N
SYCA|P|Syndicated Capital, Inc.|||N|Y|N|N
SZZI|P|Stofan, Agazzi & Company, Inc.|||N|N|N|N
TAAI|P|THOMAS ANTHONY & ASSOCIATES , INC.|||N|N|N|N
TAGC|P|TELSEY ADVISORY GROUP LLC|||Y|Y|N|N
TAGS|N|Taglich Brothers, D'Amadeo, Wagner & Co., Inc.|||N|Y|N|N
TAIG|P|Geoffrey Richards Securities Corp.|||N|Y|N|N
TANA|P|Portales Partners, LLC|||N|Y|N|N
TARP|N|Tarpon Scurry Investments, Inc.|||N|N|N|N
TASE|P|TRADITION ASIEL SECURITIES INC|||Y|Y|N|N
TASS|M|Texlark Securities, LLC|||N|N|N|N
TBCS|P|TBC Securities, LLC|||N|Y|N|N
TBIA|P|Tradier Brokerage, Inc.|||N|Y|N|N
TBIS|P|Tradier Brokerage, Inc.|||N|Y|N|N
TBSC|P|3 BRIDGES SECURITIES|||N|N|N|N
TCAN|N|Gemisys Securities Corporation|||N|Y|N|N
TCCU|P|Tristone Capital Co.|||N|N|N|N
TCEG|O|The Concord Equity Group,  LLC|LAURENCE HARBOR, NJ|N/A|N|N|N|N
TCEG|O|The Concord Equity Group,  LLC|NASDAQ/OTCBB TRADING|732-203-0187|N|N|N|N
TCEX|P|The Concord Equity Group, LLC|||N|N|N|N
TCGS|P|TCG SECURITIES, L.L.C.|||N|Y|N|N
TCPX|P|Toussaint Capital Partners, LLC|||N|Y|N|N
TCSC|P|Trade Center Securities Corp.|||N|Y|N|N
TCTC|P|Civilian Capital, Inc.|||N|N|N|N
TDAM|P|FD de Leeuw & Associates, Trade Desk America|||N|N|N|N
TDAR|O|TD Ameritrade, Inc.|||N|Y|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|OTC TRADING|201-369-8830|N|N|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|BULLETIN BOARD|201-369-8889|N|N|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|BULLETIN BOARD|800-500-3905|N|N|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|DEALER/INST SALES|201-369-1000|N|N|N|N
TDCM|M|TD Waterhouse Capital Markets, Inc.|DEALER/INST SALES|800-369-5775|N|N|N|N
TDCO|M|Thompson Davis & Co., Inc.|TRADING|804-643-1295|N|Y|N|N
TDFS|P|TRADERFIELD SECURITIES INC.|||N|Y|N|N
TDNY|P|TD Securities (USA) LLC|||Y|Y|N|N
TDPA|P|TD Securities (USA) LLC|||Y|Y|N|N
TDPX|P|TD Professional Execution, Inc.|||N|N|N|N
TDSI|M|TD Securities (USA) LLC|NASDAQ TRADING|800-775-4755|Y|Y|N|N
TDSI|M|TD Securities (USA) LLC||212-827-7392|Y|Y|N|N
TEST|N|NASDAQ - SYSTEM SYMBOL|||N|N|N|N
TFAI|P|TRANSAMERICA FINANCIAL ADVISORS, INC.|||N|Y|N|N
TFAS|P|TRADITION ASIEL SECURITIES INC.|||Y|Y|N|N
TFSC|N|Twenty-First Securities Corporation|NASDAQ TRADING|212-308-4626|Y|Y|N|N
TFSD|P|TRADITION SECURITIES AND DERIVATIVES INC|||Y|Y|N|N
TFSL|N|TECKMEYER FINANCIAL SERVICES, L.L.C.|||N|Y|N|N
TFSV|P|TRADITION SECURITIES AND DERIVATIVES INC|||Y|Y|N|N
TGEQ|P|TRIPOINT GLOBAL EQUITIES, LLC|||N|Y|N|N
TGUL|N|Tucker Anthony Cleary Gull|MILWAUKEE, WI|414-291-4514|N|Y|N|N
TGUL|N|Tucker Anthony Cleary Gull||800-292-4549|N|Y|N|N
TGUL|N|Tucker Anthony Cleary Gull|BOSTON, MA|800-548-3759|N|Y|N|N
TGUL|N|Tucker Anthony Cleary Gull|BOSTON, MA|617-725-2253|N|Y|N|N
TGUL|N|Tucker Anthony Cleary Gull|DENVER, COLORADO|888-888-2525|N|Y|N|N
THEM|N|Themis Trading LLC||973-665-9600|Y|Y|N|N
THIM|N|Thieme Securities, Inc.|||N|N|N|N
THRC|P|Thor Capital LLC|||N|N|N|N
THRD|P|THIRD SEVEN CAPITAL LLC|||N|Y|N|N
TIAB|P|TRIAD SECURITIES CORP|||Y|Y|N|N
TIAC|P|TRIAD SECURITIES CORP|NEW YORK NY|212-349-8060|Y|Y|N|N
TIAD|O|Triad Securities Corp|NEW YORK  NY|212-349-8060|Y|Y|N|N
TIAN|P|TRIAD SECURITIES CORP|||Y|Y|N|N
TIBS|P|Telemus Investment Brokers, LLC|||N|N|N|N
TIBX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
TICK|N|Summit Trading, Inc.|||N|N|N|N
TIED|O|E*Trade Securities LLC|NEW YORK, NY|212-826-6868|Y|Y|N|N
TIGC|P|Nelsonreid, Inc.|||N|N|N|N
TIGR|P|TIGRESS FINANCIAL PARTNERS, LLC|||N|Y|N|N
TIMC|N|TIMECAPITAL SECURITIES CORPORATION|||N|Y|N|N
TIME|O|Investscape Inc.|FARMINGTON HILLS, MI|248-306-6688|N|N|N|N
TITN|P|Titan Trading Services, LLC|||N|N|N|N
TJMI|P|TJM Investments, LLC|CHICAGO, IL|312-432-5110|N|Y|N|N
TKCO|O|Trautman Wasserman & Company, Inc.|NEW YORK  NY|212-575-6653|N|N|N|N
TKCO|O|Trautman Wasserman & Company, Inc.|NASDAQ TRADING|212-575-6652|N|N|N|N
TKEG|P|The Keystone Equities Group, L.P.|||N|N|N|N
TKNG|P|TRADEKING LLC|||Y|Y|N|N
TLIB|M|Tullett Liberty Securities Inc.|NEW YORK, NY|212-402-5000|Y|Y|N|N
TLIB|M|Tullett Liberty Securities Inc.|TRADING|646-885-1257|Y|Y|N|N
TLIB|M|Tullett Liberty Securities Inc.|OTCBB|646-885-1258|Y|Y|N|N
TMBI|N|THURSTON, SPRINGER, MILLER, HERD & TITAK, INC.|ACT SERVICE DESK|317-581-4000|N|Y|N|N
TMBR|M|Timber Hill LLC|TRADING|203) 618-5845|Y|Y|N|Y
TMBR|M|Timber Hill LLC|COMPLIANCE|203-618-5863|Y|Y|N|Y
TMBR|M|Timber Hill LLC|PROGRAMMERS|203-618-5814|Y|Y|N|Y
TMBR|M|Timber Hill LLC|PROGRAMMERS|203-618-5889|Y|Y|N|Y
TMBS|P|TRADITION ASIEL SECURITIES INC.|||Y|Y|N|N
TMCC|P|Themunicenter.Com|||N|Y|N|N
TMCD|P|Thomas McDonald Partners, LLC|||N|Y|N|N
TMDM|P|Trading Machines LLC|||N|N|N|N
TMES|P|Times Securities, Inc.|||N|N|N|N
TMON|P|OPTIONSHOUSE|||N|Y|N|N
TMPO|N|Tempo Securities Corporation|||N|N|N|N
TNFS|P|True North Financial Services, Inc.|||N|N|N|N
TNIS|P|Terra Nova Financial, LLC|||N|N|N|N
TNTS|O|Terra Nova Trading, L.L.C.|||N|N|N|N
TOBI|P|Tobias Bros. Inc.|||N|N|N|N
TOCA|P|TORINO CAPITAL LLC|||N|Y|N|N
TOCQ|N|Lepercq, De Neuflize/Tocqueville Securities, L.P.|NASDAQ TRADING|212-698-0856|N|Y|N|N
TOOL|N|NASDAQ Trading Applications Team Test|||N|N|N|N
TOPK|P|TOPEKA CAPITAL MARKETS, INC.|||N|Y|N|N
TORB|P|TOR BROKERAGE LLC|||N|Y|N|N
TORE|P|Tore Services, LLC|||N|N|N|N
TORO|N|VALDES & MORENO, INC.|NASDAQ TRADING|816-455-7200|N|Y|N|N
TORS|O|Trend Trader, LLC|SCOTTSDALE, AZ|602-948-1146|N|N|N|N
TORY|M|Torrey Pines Securities, Inc.|SOLANA BEACH  CA|858-259-9921|N|Y|N|N
TORY|M|Torrey Pines Securities, Inc.|NASDAQ/OTCBB TRADING|800-688-8670|N|Y|N|N
TORY|M|Torrey Pines Securities, Inc.||858-259-9939|N|Y|N|N
TORY|M|Torrey Pines Securities, Inc.|INSTITUTIONAL TRDG|800-456-8679|N|Y|N|N
TORY|M|Torrey Pines Securities, Inc.|PHONE PROBLEM LINE|858-259-9939|N|Y|N|N
TORY|M|Torrey Pines Securities, Inc.|PHONE PROBLRM LINE|858-259-9921|N|Y|N|N
TOSI|P|Thinkorswim, Inc.|||N|N|N|N
TOUR|P|TOURMALINE PARTNERS, LLC|||N|Y|N|N
TPCP|P|Pritchard Capital Partners, LLC|COVINGTON, LA|504-809-7000|N|N|N|N
TPMR|N|Tradepmr Inc.|||N|Y|N|N
TPRI|P|TPR Investments, L.P.|||N|N|N|N
TPSC|P|CHICAGO SECURITIES CORP.|||N|N|N|N
TRAD|O|Tradestation Securities, Inc.|||Y|Y|Y|N
TRAO|C|TRACK ECN|||N|N|N|N
TRAS|P|Tradition Asiel Securities Inc.|||Y|Y|N|N
TRAT|P|Track (ECN)|||N|N|N|N
TRAU|C|TRACK ECN|||N|N|N|N
TRBT|P|Tradebot Systems, Inc.|||Y|N|Y|Y
TRDT|O|Trident Securities, Inc.|NASDAQ TRADING|800-340-6355|N|N|N|N
TRDT|O|Trident Securities, Inc.|ATLANTA, GA|404-495-2050|N|N|N|N
TRDW|O|Grossman & Co., LLC|DIX HILLS  NY|631-242-0603|N|N|N|N
TRDW|O|Grossman & Co., LLC|NASDAQ TRADING|407-648-4898|N|N|N|N
TREA|O|TREASURE FINANCIAL CORP.|RICHARDSON, TX|(214)479-9675|N|Y|N|N
TREK|O|Tradetrek Securities, LLC|||N|N|N|N
TREX|P|DINOSAUR FINANCIAL GROUP, L.L.C|||Y|Y|N|N
TRFI|P|Tradewinds Financial Group Incorporated|||N|N|N|N
TRGS|P|The Robins Group LLC|||N|N|N|N
TRIM|M|KCG AMERICAS LLC|PURCHASE, NY|914-251-5800|Y|Y|Y|Y
TRIM|M|KCG AMERICAS LLC|TRADING|800-677-8746|Y|Y|Y|Y
TRIM|M|KCG AMERICAS LLC|SERVICE DESK|800-436-8746|Y|Y|Y|Y
TRIM|M|KCG AMERICAS LLC|BLOCK DESK|800-669-1811|Y|Y|Y|Y
TRIM|M|KCG AMERICAS LLC|CHICAGO, IL|312-553-8350|Y|Y|Y|Y
TRIM|M|KCG AMERICAS LLC|TRADING/SERVICE|800-430-3434|Y|Y|Y|Y
TRIN|N|Triangle Securities, LLC|||N|Y|N|N
TRIP|P|Trident Partners Ltd.|||N|Y|N|N
TRKA|N|Troika Dialog USA, Inc.|||N|Y|N|N
TRLN|M|Tradelink Securities, LLC|CHICAGO, IL|312-264-2183|Y|Y|N|N
TRMS|P|TERMINUS SECURITIES, LLC|||N|N|N|N
TRNK|O|Tradelink Securities, LLC|||Y|Y|N|N
TRNS|N|Transatlantic Securities Company|NASDAQ TRADING|212-431-6041|N|Y|N|N
TRNX|P|TRINIX SECURITIES LLC|||N|N|N|N
TRPP|N|Tripp & Co., Inc.|NEW YORK NY|212-608-6081|N|N|N|N
TRRT|O|Traderight Securities|||N|N|N|N
TRSC|P|TRANSCEND CAPITAL|||N|Y|N|N
TRSD|O|Transcend Capital, LP|AUSTIN, TX|512-485-3140|N|Y|N|N
TRSK|P|TRANSCEND CAPITAL, LP|||N|Y|N|N
TRSL|P|Traderight Securities|||N|N|N|N
TRTR|O|Tradelink Securities, LLC|||Y|Y|N|N
TRUB|N|Trubee, Collins & Co., Inc.|NASDAQ TRADING|716-849-1401|N|Y|N|N
TRUE|N|Aletheia Securities, Inc.|||N|N|N|N
TRUM|P|Triune Capital Advisors LLC|||N|N|N|N
TRUX|P|Triune Capital Advisors LLC|||N|N|N|N
TRWN|M|T.R. Winston & Company, LLC|BEDMINSTER  NJ|908-234-9600|Y|Y|N|N
TRYC|P|TRYCO SECURITIES, INC.|||N|Y|N|N
TRYN|P|First Tryon Securities, LLC|||N|Y|N|N
TSBX|P|TRIPLESHOT|||N|Y|N|N
TSEC|P|Thomas Group Capital|||N|N|N|N
TSII|P|Tradestar Investments, Inc.|||N|N|N|N
TSMI|P|Tradespot Markets Inc.|||N|Y|N|N
TSRV|N|Trading Services Group, Inc.|||N|Y|N|N
TTAL|P|TIBRA TRADING AMERICA LLC|||N|N|N|N
TTLE|P|Park Financial Group, Inc.|||N|N|N|N
TTON|P|Teton Investment Partners LLC|||N|N|N|N
TTRD|N|Tech-Trade Capital LLC|||N|N|N|N
TTTT|P|T3 TRADING GROUP, LLC|||N|N|N|N
TTUC|P|CUTTONE & CO., INC.|Trading Desk|646-943-5420|Y|Y|N|N
TULL|P|Tullett Prebon Financial Services LLC|NEW YORK|914-696-5639|Y|Y|N|N
TUNA|N|Bluefin Research Partners, Inc.|||N|Y|N|N
TWDA|P|TRADEWEB DIRECT LLC|||N|Y|N|N
TWDI|P|TRADEWEB DIRECT LLC|||N|Y|N|N
TWDS|M|TRADEWEB DIRECT LLC|||N|Y|N|N
TWEE|N|Tweedy, Browne Company LLC|NEW YORK, NY|212-916-0606|N|N|N|N
TWGR|P|Tradewire Securities LLC|||N|N|N|N
TWPL|O|Stifel, Nicolaus & Company, Incorporated|SAN FRANCISCO|415-364-2800|Y|Y|N|N
TWSE|P|Tradewire Securities LLC|||N|N|N|N
TWSF|P|TWS FINANCIAL, LLC.|||N|N|N|N
TWXS|P|TRADEWORX SECURITIES LLC|||N|Y|N|N
TYLO|N|DOUGALL & ASSOCIATES INC.|NASDAQ TRADING|312-346-1066|N|N|N|N
UBSA|P|UBS SECURITIES LLC|||Y|Y|Y|Y
UBSB|P|UBS Securities LLC|||Y|Y|Y|Y
UBSC|P|UBS Securities LLC|||Y|Y|Y|Y
UBSG|M|UBS Securities LLC|||Y|Y|Y|Y
UBSI|N|UNITED BROKERAGE SERVICES, INC|BARKERSBURG, WV|304-426-8770|N|Y|N|N
UBSK|P|UBS Securities LLC|||Y|Y|Y|Y
UBSS|M|UBS Securities LLC|TRADING DEPARTMENT|203-719-7400|Y|Y|Y|Y
UBSS|M|UBS Securities LLC|OTCBB/PINKSHEETS|203-719-8710|Y|Y|Y|Y
UBST|P|UBS Securities, LLC|||Y|Y|Y|Y
UBSW|M|UBS Securities, LLC|TRADING DEPT|203-719-7400|Y|Y|Y|Y
UBSW|M|UBS Securities, LLC|INTL TRADING|203-719-6950|Y|Y|Y|Y
UBSW|M|UBS Securities, LLC|AGENCY TRADING|203-719-7600|Y|Y|Y|Y
UBSX|O|UBS Securities LLC|||Y|Y|Y|Y
UBUY|P|Peak Securities Corp.|||N|N|N|N
UCHN|O|Urchin Capital Partners, LLC|||N|N|N|N
UCMI|P|UNITED CAPITAL MARKETS, INC.|||N|Y|N|N
UCML|P|UNITED CAPITAL MARKETS, INC.|||N|Y|N|N
UCPL|N|Utendahl Capital Partners, L.P.|||N|N|N|N
UFPA|P|UNITED FIRST PARTNERS LLC|||N|Y|N|N
UFPO|P|UNITED FIRST PARTNERS LLC|||N|Y|N|N
UGAM|P|UNION GAMING ADVISORS, LLC|||N|Y|N|N
UHLM|N|Uhlmann Price Securities, LLC|||N|Y|N|N
UMBF|P|UMB FINANCIAL SERVICES, INC.|||N|Y|N|N
UMTB|P|UMTB SECURITIES INC|||N|N|N|N
UNEX|P|DIRECT ACCESS PARTNERS LLC|||N|Y|N|N
UNIV|N|Univest Securities, Inc. DBA Universal Financial Group|NEW YORK, NY|212-219-3815|N|Y|N|N
UOFM|P|University of Miami - Finance Department|||N|N|N|N
UPLN|N|United Planners' Financial Services of America A Limited Partner|SCOTTSDALE, AZ|602-991-0225|N|Y|N|N
USAA|P|USAA INVESTMENTS|SAN ANTONIO, TX|800-531-8294|N|Y|N|N
USCA|P|USCA Securities LLC|||N|Y|N|N
USDB|N|U.S. Brokerage, Inc.|Columbus, OH|614-448-3200|N|Y|N|N
USFA|N|U.S. Securities & Futures Corp.|||N|N|N|N
USFB|P|U.S. Financial Investments, Inc.|||N|N|N|N
USFI|P|U.S. Financial Investments, Inc.|||N|N|N|N
USFS|P|Newport Coast Securities, Inc.|||Y|Y|N|N
USSP|N|Ust Securities Corp.  (The Retail)|JERSEY CITY, NJ|201-418-8331|N|N|N|N
USTC|O|US Trading LLC|GARDEN CITY, NY|516-357-9829|N|N|N|N
USTK|P|USTOCKTRADE SECURITIES, INC.|||N|Y|N|N
USTT|O|USTOCKTRADE SECURITIES|||N|Y|N|N
UWIN|P|WINTERFLOOD SECURITIES INCORPORATED|||N|N|N|N
VABD|P|Knight Capital Americas LLC|||Y|Y|Y|Y
VAIL|M|Vail Securities Investment, Inc.|MAIN TRADING|970-479-6001|N|N|N|N
VAIL|M|Vail Securities Investment, Inc.|TRADING|970-476-5531|N|N|N|N
VAIL|M|Vail Securities Investment, Inc.||888-476-5531|N|N|N|N
VAIL|M|Vail Securities Investment, Inc.|ADDT'L TRADING|970-471-4224|N|N|N|N
VALM|N|VALMARK SECURITIES, INC.|||N|Y|N|N
VARI|O|Variant Research Corporation|BOCA RATON, FL|561-672-4949|N|Y|N|N
VASL|N|VASILIOU & COMPANY, INC.|NASDAQ TRADING|212-486-4400|N|Y|N|N
VATS|P|VEGA-CHI US LIMITED|||N|N|N|N
VBLT|P|Vanderbilt Securities, LLC|||N|Y|N|N
VBSL|P|Vision Brokerage Services, LLC.|||N|Y|N|N
VBSX|P|Vision Brokerage Services, LLC|||N|Y|N|N
VCAP|M|VANGUARD CAPITAL|SAN DIEGO  CA|619-455-5090|N|Y|N|N
VCAP|M|VANGUARD CAPITAL|NASDAQ/OTCBB TRADING|800-743-5090|N|Y|N|N
VCAS|P|VCA Securities, LP|||N|Y|N|N
VCLM|N|VAN CLEMENS & CO. INCORPORATED|||N|Y|N|N
VCPI|P|VC Arjent Ltd.|||N|N|N|N
VCSI|P|Vaughan and Company Securities, Inc.|||N|Y|N|N
VECT|N|Vector Securities International, Inc.|||N|N|N|N
VERF|P|THE VERTICAL GROUP|||Y|Y|N|N
VERN|P|JUST2TRADE, INC.|||Y|Y|N|N
VERT|M|The Vertical Trading Group, LLC|Trading|212-918-1202|Y|Y|N|N
VERT|M|The Vertical Trading Group, LLC|B/D Sales NY|212-430-3561|Y|Y|N|N
VERT|M|The Vertical Trading Group, LLC|B/D Sales Richmond|212-430-3560|Y|Y|N|N
VFCM|P|Virtu Financial Capital Markets LLC|||Y|Y|Y|Y
VFGC|P|VFG Securities, Inc.|||N|Y|N|N
VFGS|P|VFG Securities, Inc.|||N|Y|N|N
VFIN|M|Vfinance Investments, Inc|OTCBB/PINK SHEETS|800-487-0577|Y|Y|N|N
VFIN|M|Vfinance Investments, Inc|OTCBB/PINK SHEETS|561-981-1314|Y|Y|N|N
VFIN|M|Vfinance Investments, Inc|PHILADELPHIA|856-234-2900|Y|Y|N|N
VGLB|P|VECTORGLOBAL WMG|||N|Y|N|N
VGRD|P|Vanguard Marketing Corporation|TRADE SUPPORT|610-669-7200|N|Y|N|N
VGRD|P|Vanguard Marketing Corporation|TRADE DESK|610-669-7202|N|Y|N|N
VGRP|P|THE VERTICAL TRADING GROUP, LLC|||Y|Y|N|N
VHPA|P|VANTHEDGEPOINT SECURITIES, LLC|||N|N|N|N
